inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
FPJSWCQMGUWTKD-UHFFFAOYSA-N,CSc1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1,CSc1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1,329.9,1.663118849,-0.0714,-7.3394,2.42306,379.6209381674944,0.598163432,-0.6619,-7.3122,178.52727,-1.057,-8.497,2.80803,341.07505435679747,1.628916596,488.0,47863.0092322638,365.0,34673.685045253165,TFA
HHDPUSZKOKUNER-UHFFFAOYSA-N,N#Cc1c2cc([nH]n2c(=N)c2c1c1CCc3c(c1oc2=O)cccc3)c1ccccc1,N#Cc1c2cc([nH]n2c(=N)c2c1c1CCc3c(c1oc2=O)cccc3)c1ccccc1,333.4,0.278934997,-0.3177,-7.7894,4.69349,465.4061501708095,0.259080075,-1.5117,-7.7522,80.92126,-1.441,-8.648,4.63042,NaN,NaN,428.0,13000,428.0,13000,DMF
YYTOUYLURZBIJC-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1c2[nH]cc1C(=O)O,Clc1ccc2c(c1)CCc1c2[nH]cc1C(=O)O,277.0,0.491949025,0.803,-7.7799,0.91005,348.0746726712624,0.345559745,-0.6312,-7.8389,59.76459,-0.715,-8.767,3.41256,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JGRZIMQYKWTSSB-UHFFFAOYSA-N,CC(=NNC(=O)c1ccccc1N)c1cccc(n1)C(=NNC(=O)c1ccccc1N)C,CC(=NNC(=O)c1ccccc1N)c1cccc(n1)C(=NNC(=O)c1ccccc1N)C,291.4,0.729656201,0.1061,-7.8794,4.75602,325.1618106622178,0.404539153,-0.7506,-8.1603,53.69314,-0.729,-8.531,3.94576,NaN,NaN,390,NaN,390,NaN,NaN
ZOLYHRRRBZWKTI-UHFFFAOYSA-N,N#CC(=Cc1cn(c2c1cccc2)CC)c1nc2c([nH]1)cccc2,N#CC(=Cc1cn(c2c1cccc2)CC)c1nc2c([nH]1)cccc2,332.8,1.271903728,-0.2972,-7.5171,4.23531,411.7708349568371,0.709025739,-1.1031,-7.4553,63.52076,-1.16,-8.397,4.73133,360.91227260862064,0.9306301606,422.0,NaN,401.0,NaN,Toluene
PBSJTKNUMUAFAK-UHFFFAOYSA-N,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)C=C(C(=O)O)C#N,COc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)C=C(C(=O)O)C#N,365.4,0.405481424,-0.7035,-7.5491,6.65940,381.6072588658161,0.56931376,-1.4221,-7.8176,207.12873,-1.433,-7.878,6.54041,NaN,NaN,465.0,18820,315.0,18820,NaN
MUGCRBQKEJGGEI-UHFFFAOYSA-N,O=C1CCC1C(c1ccc(cc1)[N+](=O)[O-])O,O=C1CCC1C(c1ccc(cc1)[N+](=O)[O-])O,316.2,0.00010167,-0.4293,-9.5662,6.17624,421.7149605629376,0.000428745,-2.3826,-9.7249,121.65207,-1.375,-10.496,5.46405,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WYKFWNNKOOHPBB-UHFFFAOYSA-N,N#Cc1c(N)sc(c1c1ccc(cc1)OC)N=NC1NC=C(S1)[N+](=O)[O-],N#Cc1c(N)sc(c1c1ccc(cc1)OC)N=NC1NC=C(S1)[N+](=O)[O-],440.9,0.020548155,-0.7747,-7.9553,7.30598,529.1685804759013,0.018538098,-2.2941,-8.2267,146.20074,-1.533,-8.641,8.30237,NaN,NaN,592.0,22908.676527677748,527.0,20417.379446695275,Acetone
XGFUWTXMMTXMOI-UHFFFAOYSA-N,Oc1ccccc1C=NCc1ccccc1OCCCOc1ccccc1CN=Cc1ccccc1O,Oc1ccccc1C=NCc1ccccc1OCCCOc1ccccc1CN=Cc1ccccc1O,279.6,0.220255097,0.5825,-8.1276,2.49978,319.3822730693036,0.008156488,-0.2426,-8.2401,16.36459,-0.315,-8.798,3.28659,NaN,NaN,0,16237,0,16237,DMF
XKKZGZGTRKQMIE-UHFFFAOYSA-N,CCCCCCCOc1ccc(cc1)c1cc(c(s1)C)C1=C(c2cc(sc2C)c2ccc(cc2)OCCCCCCC)C(C(C1(F)F)(F)F)(F)F,COc1ccc(cc1)c1cc(c(s1)C)C1=C(c2cc(sc2C)c2ccc(cc2)OC)C(C(C1(F)F)(F)F)(F)F,274.1,0.104444314,0.2415,-7.8275,5.23702,318.47983150655966,0.152974657,-0.354,-7.9942,443.63475,-0.949,-8.843,4.1468,NaN,NaN,298,NaN,298,NaN,NaN
VXQYLJVKHJBOCB-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc1ccc(c2c1ccc(n2)C)OC(=O)c1ccccc1,COc1ccc(cc1)N=Nc1ccc(c2c1ccc(n2)C)OC(=O)c1ccccc1,442.0,0.001525637,-0.6303,-7.8567,2.29043,542.1259221928451,0.021639542,-1.1017,-7.8153,36.35714,-1.173,-8.578,1.92354,NaN,NaN,396.0,NaN,373.0,NaN,NaN
FKGLWZLNBXHRNF-UHFFFAOYSA-N,c1ccc(cc1)c1ccc2c(c1)ccc(n2)Nc1ccc2c(n1)ccc(c2)c1ccccc1,c1ccc(cc1)c1ccc2c(c1)ccc(n2)Nc1ccc2c(n1)ccc(c2)c1ccccc1,315.7,1.068011377,0.0368,-7.5476,1.53783,346.7119642212071,0.534567279,-0.5222,-7.6445,48.18986,-0.981,-8.464,1.86735,326.4460058168495,1.0014509272,453,NaN,453,NaN,CH2Cl2
YCZOKWBOPQTPQD-UHFFFAOYSA-N,c1ccc(cc1)C1(C=Cc2c(O1)ccc1c2cccc1)c1ccc(cc1)Oc1ccc2c(c1)cccc2,c1ccc(cc1)C1(C=Cc2c(O1)ccc1c2cccc1)c1ccc(cc1)Oc1ccc2c(c1)cccc2,324.1,0.218454436,0.288,-7.7173,0.54717,349.54665465323836,0.212793693,-0.379,-7.4865,35.24880,-0.794,-8.436,0.58275,NaN,NaN,446,NaN,446,NaN,NaN
JGHNOTANILNZNS-UHFFFAOYSA-N,OCC(Cn1c(=CC=C2C(=NN(C2=O)c2ccccc2)C)sc2c1cccc2)O,OCC(Cn1c(=CC=C2C(=NN(C2=O)c2ccccc2)C)sc2c1cccc2)O,369.1,1.0269741,-0.672,-7.4809,7.56665,415.77531323106524,0.747843063,-1.4232,-7.8386,63.97616,-1.468,-8.167,8.01224,NaN,NaN,482,NaN,482,NaN,NaN
CDSDEQIHJRZGOR-UHFFFAOYSA-N,c1csc(c1)c1sc(c2c1cc1ccccc1c2)c1cccs1,c1csc(c1)c1sc(c2c1cc1ccccc1c2)c1cccs1,478.7,0.428279724,-0.7853,-6.7468,0.64018,607.7656784583513,0.338928106,-1.4074,-6.4399,207.80268,-1.699,-7.894,0.14654,NaN,NaN,570,NaN,570,NaN,CH 2 Cl
XEJVHGPTOOVOBO-UHFFFAOYSA-N,OC(=O)c1cc2nc3c4ccc(c5c4c(c3nc2cc1C(=O)O)ccc5)N(c1ccccc1)c1ccccc1,OC(=O)c1cc2nc3c4ccc(c5c4c(c3nc2cc1C(=O)O)ccc5)N(c1ccccc1)c1ccccc1,373.6,0.62196581,-0.7843,-7.5563,6.48513,395.9891357569584,0.49520935,-1.3253,-7.6746,482.12896,-1.821,-8.451,7.36957,NaN,NaN,444.0,NaN,436.0,NaN,NaN
XGNITPGMVMYTGC-MRXNPFEDSA-N,CCCCCCCC(=O)N[C@@H](c1cccc(c1)OC)CO,C(=O)N[C@@H](c1cccc(c1)OC)CO,245.7,0.058607695,1.3813,-8.5536,2.98264,289.4798001529387,0.000758509,0.1685,-8.7327,48.46460,-0.32,-9.329,4.97467,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CBPQDUOSXYPNLN-UHFFFAOYSA-N,CCC(=O)N1C2CCCC1CN(C2)CCC(c1ccccc1)c1ccccc1,C(=O)N1C2C1CN(C2)C(c1ccccc1)c1ccccc1,235.9,0.031979069,1.2708,-8.4997,3.08150,280.0004480702431,0.002153704,0.0079,-8.1686,102.25962,0.096,-9.189,2.4499,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XCCRAOPQCACRFC-OIFRRMEBSA-N,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@@H](c1cccc(c1)OCC(=O)O)CCc1ccc(c(c1)OC)OC)c1cc(OC)c(c(c1)OC)OC,CC[C@H](C(=O)N1C[C@H]1C(=O)O[C@@H](c1cccc(c1)OCC(=O)O)CCc1ccc(c(c1)OC)OC)c1cc(OC)c(c(c1)OC)OC,246.0,0.039858088,1.2773,-8.2879,6.80705,301.88507038106565,0.010581158,-0.3729,-8.2488,215.69070,-0.158,-8.39,3.02485,NaN,NaN,700.5,NaN,552.0,NaN,NaN
YFHXZQPUBCBNIP-UHFFFAOYSA-N,OC(=O)CN(c1cc2oc(cc2cc1OCCOc1cc(C)ccc1N(CC(=O)O)CC(=O)O)c1ncc(o1)C(=O)O)CC(=O)O,OC(=O)CN(c1cc2oc(cc2cc1OCCOc1cc(C)ccc1N(CC(=O)O)CC(=O)O)c1ncc(o1)C(=O)O)CC(=O)O,294.9,1.28510276,-0.5126,-8.2146,4.88874,396.36892073370734,0.668602913,-1.5957,-8.2368,303.40566,-1.757,-9.479,6.71682,306.33803525619413,1.1306076625,364.0,NaN,338.0,NaN,NaN
ZAPXLJWGZFZJBH-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(n1cccn1)n1cccn1,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(n1cccn1)n1cccn1,286.5,0.037098897,1.1103,-7.3598,1.80569,314.6807066129535,0.307357197,0.2601,-7.3277,111.84739,-0.49,-8.191,2.73982,NaN,NaN,301.0,29000.0,297.0,25800.0,Dimethylformamide
PUMNNRMNGYEYOO-UHFFFAOYSA-N,CCN(c1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1c1ccc(cc1)Cl)CC,CCN(c1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1c1ccc(cc1)Cl)CC,335.6,1.80319644,0.2386,-6.8947,5.64278,386.3639713477833,0.595236043,-0.554,-7.1533,382.28736,-0.726,-7.927,5.22076,350.42591506525946,1.8075234758,410.0,NaN,348.0,NaN,Toluene
ZOIWQBKOGUVOPW-UHFFFAOYSA-N,c1ccc2c(c1)c(P(c1ccccc1)c1ccccc1)c1c(c2P(c2ccccc2)c2ccccc2)cccc1,c1ccc2c(c1)c(P(c1ccccc1)c1ccccc1)c1c(c2P(c2ccccc2)c2ccccc2)cccc1,386.9,0.301677179,-0.5148,-7.5135,0.89896,418.5827089989995,0.245020945,-0.7908,-7.0626,32.58753,-1.79,-8.313,3.19893,NaN,NaN,373,NaN,373,NaN,NaN
CYPGNVSXMAUSJY-UHFFFAOYSA-N,NC(=NN=C1CCc2c1cccc2C(=N)N)N,NC(=NN=C1CCc2c1cccc2C(=N)N)N,287.3,0.031163881,0.6053,-7.6387,4.31803,317.908201039753,0.116091753,-0.237,-7.861,39.59873,-0.558,-8.559,4.54886,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YTDCFLKBYSVTKO-UHFFFAOYSA-N,OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccccc1Cl,OCCn1c(=O)c2ccc(c3c2c(c1=O)ccc3)Oc1ccccc1Cl,323.7,0.351929435,-0.7899,-8.5863,7.95981,347.78176270828516,0.426892849,-1.6344,-8.5945,70.16902,-1.704,-9.441,9.03807,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IHWDSEPNZDYMNF-UHFFFAOYSA-N,Nc1cc2c([nH]1)cccc2,Nc1cc2c([nH]1)cccc2,260.2,0.128971962,1.878,-7.354,3.11603,309.5735291023812,0.140299521,0.4826,-7.385,26.44255,0.094,-8.164,3.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN
XDROKJSWHURZGO-UHFFFAOYSA-N,O=c1ccc2c(o1)c1ccoc1cc2,O=c1ccc2c(o1)c1ccoc1cc2,279.3,0.111955265,0.1231,-8.5514,4.22236,335.00188707242273,0.092878328,-1.1427,-8.5131,45.41125,-1.147,-9.25,3.89762,NaN,NaN,306.0,14602,299.0,14602,NaN
XRRGWXBAUFVELQ-UHFFFAOYSA-N,N#CC(=C1CCCC(=C1)C=Cc1ccc(c(c1)OC)O)C#N,N#CC(=C1C(=C1)C=Cc1ccc(c(c1)OC)O)C#N,329.6,0.924327121,-0.9034,-8.198,8.09392,373.33393076032417,0.61765127,-1.3065,-8.0485,33.26757,-1.84,-9.05,5.84654,351.81803299917556,0.7567094922,428,26000,428,26000,NaN
ACVDFMLHYHCXCI-UHFFFAOYSA-N,O=C1N(C)C(=O)C(=C1c1cnc2c(c1)cccc2)c1c[nH]c2c1cccc2,O=C1N(C)C(=O)C(=C1c1cnc2c(c1)cccc2)c1c[nH]c2c1cccc2,374.1,0.238562729,-0.7578,-7.9256,5.55460,461.250738115713,0.273880088,-1.7668,-7.8628,114.09208,-1.597,-8.643,2.50903,NaN,NaN,448,NaN,448,NaN,NaN
PLAZXGNBGZYJSA-UHFFFAOYSA-N,CCn1c2ccccc2c2c1cccc2,CCn1c2ccccc2c2c1cccc2,290.6,0.044250052,0.9113,-7.6448,1.92808,318.2345954966726,0.018130737,0.0916,-7.8139,16.78420,-0.284,-8.228,2.08828,NaN,NaN,525.0,NaN,442.0,NaN,Heptane
SSWJWJJZNQUNAE-UHFFFAOYSA-N,Fc1ccccc1c1nnc(o1)c1ccn2c(c1c1ccccc1)nc1c2cccc1,Fc1ccccc1c1nnc(o1)c1ccn2c(c1c1ccccc1)nc1c2cccc1,345.8,0.350113743,-0.4623,-7.8145,1.67941,414.2472382409077,0.431426883,-1.201,-7.4945,86.08706,-1.477,-8.639,2.10397,NaN,NaN,341,NaN,341,NaN,NaN
ZAXBKWQBFNMTQC-UHFFFAOYSA-N,COc1cc(OC)cc(c1)c1ccccc1O,COc1cc(OC)cc(c1)c1ccccc1O,250.3,0.138316652,1.1892,-8.2413,0.83791,287.7999034482444,0.002505209,0.1954,-8.3788,49.74341,-0.248,-8.983,2.09713,NaN,NaN,345.0,NaN,285.0,NaN,NaN
IRLHKRFGPASRET-UHFFFAOYSA-N,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc1nc3c4cccc5c4c4c(c3nc1c2)cccc4cc5)c1ccccc1,C1(C)c2cc(ccc2c2c1cc1nc3c4cccc5c4c4c(c3nc1c2)cccc4cc5)c1ccccc1,354.4,1.006221183,-0.6974,-7.592,0.95258,422.43338468655423,0.950917484,-1.144,-7.2838,83.70978,-1.398,-8.5,0.62247,371.4325734249234,0.8398762272,428,NaN,428,NaN,DMSO
DUXLMILQRMJLMU-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1n2c1cncc(c1)c1cncc(n1)n1c2ccccc2c2c1cccc2,c1ccc2c(c1)c1ccccc1n2c1cncc(c1)c1cncc(n1)n1c2ccccc2c2c1cccc2,304.5,0.195523241,-0.1893,-7.8754,1.56729,360.8387613664251,0.233019176,-0.6749,-7.7851,92.70033,-1.379,-8.365,2.36676,NaN,NaN,289,NaN,289,NaN,NaN
IBFHMROIOBLZBU-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,COc1ccc(cc1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,396.8,2.8841e-05,-0.2893,-7.7032,4.18948,519.8498884926779,0.008044472,-1.3851,-7.9357,67.38390,-1.258,-8.535,5.11926,NaN,NaN,420.0,NaN,370.0,NaN,Chloroform
FYZGDXGPEAXLFP-UHFFFAOYSA-N,N=c1[nH]c(=O)c2c1c1CCCCCCc1[nH]c2=O,N=c1[nH]c(=O)c2c1c1Cc1[nH]c2=O,345.1,0.144532023,-0.8881,-8.7468,7.10998,450.36032838904345,0.204588606,-1.8786,-8.495,58.26640,-1.72,-9.42,5.44774,NaN,NaN,227,NaN,227,NaN,NaN
DGFHNHBWGJCAIA-UHFFFAOYSA-N,Brc1ccc2c(c1)ccc1c2c(co1)[N+](=O)[O-],Brc1ccc2c(c1)ccc1c2c(co1)[N+](=O)[O-],313.6,0.001148147,-0.487,-8.5332,3.97689,504.00080652643766,0.042872851,-2.7083,-8.4151,199.52945,-1.496,-9.376,4.64543,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VIJYEGDOKCKUOL-UHFFFAOYSA-N,c1ccc(cc1)n1c2ccccc2c2c1cccc2,c1ccc(cc1)n1c2ccccc2c2c1cccc2,287.0,0.043997839,0.8993,-7.6742,1.80657,323.0437686438344,0.056756279,0.0458,-7.704,3.29402,-0.449,-8.199,1.35528,NaN,NaN,407.0,NaN,269.0,NaN,Cyclohexane
OXKIGNYSLGAKMN-UHFFFAOYSA-N,CCCCCc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)CCCCC)c(C#Cc2ccc(cc2)CCCCC)c(c(c1C#Cc1ccc(cc1)CCCCC)F)F,Cc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)C)c(C#Cc2ccc(cc2)C)c(c(c1C#Cc1ccc(cc1)C)F)F,334.6,0.642747874,-0.4372,-7.6134,4.72810,403.0695656875932,0.109958726,-0.8578,-7.3668,264.16934,-1.352,-8.591,5.37037,NaN,NaN,420.0,NaN,325.0,NaN,NaN
IHASOVONMUHDND-CQSZACIVSA-N,Cc1ccc(cc1)[C@@H](c1ccccc1)O,Cc1ccc(cc1)[C@@H](c1ccccc1)O,234.3,0.004161866,1.4273,-8.8106,2.02938,279.93722828065853,0.03020244,0.5013,-8.2681,47.01689,0.067,-9.441,2.47681,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RCURCJZQRFVUOM-UHFFFAOYSA-N,COc1ccc2c(c1)sc(n2)N=Nc1c(N)nc2n(c1N)nc(c2N=Nc1sc2c(n1)ccc(c2)C)N,COc1ccc2c(c1)sc(n2)N=Nc1c(N)nc2n(c1N)nc(c2N=Nc1sc2c(n1)ccc(c2)C)N,442.0,0.002550855,-1.1411,-7.4284,4.48274,524.4678443549225,0.009569767,-1.8182,-7.4123,125.81076,-1.76,-8.406,5.78986,NaN,NaN,535,NaN,535,NaN,NaN
YFNCATAIYKQPOO-UHFFFAOYSA-N,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,291.3,0.002299468,0.8368,-8.3404,3.59061,437.33403317637976,1.9962e-05,-1.0101,-8.5527,50.52158,-0.816,-8.712,6.21133,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SESFRYSPDFLNCH-UHFFFAOYSA-N,O=C(c1ccccc1)OCc1ccccc1,O=C(c1ccccc1)OCc1ccccc1,242.6,0.011732726,0.621,-9.2476,1.79424,294.42934791143114,0.004382979,-0.6233,-8.7928,35.54757,-0.549,-9.708,1.98437,NaN,NaN,100,NaN,100,NaN,NaN
BNRXWKJBMKARBJ-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=O)C1=Cc1cccc2c1cccc2)c1ccccc1,CCOC(=O)C1=C(NC(=O)C1=Cc1cccc2c1cccc2)c1ccccc1,346.6,0.72473656,-0.4375,-7.8552,2.79289,354.44310579046214,0.513064656,-0.8769,-7.9924,85.04396,-1.161,-8.879,2.85538,NaN,NaN,419.0,NaN,413.0,NaN,DMSO
BKUTWAZGXCITMZ-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)N=Nc1c(N)nn2c1nc(N)c(c2N)N=Nc1nc2c(s1)cccc2,[O-][N+](=O)c1ccc(cc1)N=Nc1c(N)nn2c1nc(N)c(c2N)N=Nc1nc2c(s1)cccc2,403.6,0.008205255,-1.3187,-7.8611,9.14615,540.4716582628756,0.019176769,-2.3795,-7.9096,127.69492,-2.053,-8.894,11.50486,NaN,NaN,510,NaN,510,NaN,NaN
MLHNWHWQWSJQAO-UHFFFAOYSA-N,CCc1cc(C)cc(c1N=Cc1cc(C)cc(c1O)C(c1ccccc1)c1ccccc1)CC,CCc1cc(C)cc(c1N=Cc1cc(C)cc(c1O)C(c1ccccc1)c1ccccc1)CC,302.2,0.316655118,0.3132,-8.0367,2.06922,372.99698677949357,0.000377834,-0.4612,-7.9418,39.52300,-0.458,-8.705,3.18949,NaN,NaN,347.0,NaN,183.0,NaN,Toluene
ZWSGRJHLMVBTJJ-RHSMWYFYSA-N,ClC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,ClC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,236.3,0.002798036,0.6672,-8.8235,4.99116,305.07922835999915,0.000435918,-0.8833,-9.0581,291.57991,-0.782,-9.233,4.58087,NaN,NaN,254,NaN,254,NaN,MeOH
HVJWIBQTGLEFNB-UHFFFAOYSA-N,CCCCCc1c(sc2c1sc(c2)C=Cc1ccccc1)c1nc2c(s1)cccc2,Cc1c(sc2c1sc(c2)C=Cc1ccccc1)c1nc2c(s1)cccc2,360.9,2.092938463,-0.5113,-7.426,1.27531,473.40281941773065,1.129209898,-1.3105,-7.2127,163.21517,-1.525,-8.375,1.0175,385.7748934604046,1.797065131,415,90000.0,415,90000.0,NaN
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,Cc1ccc(cc1)S(=O)(=O)N,237.5,0.036704504,0.8238,-9.422,4.40016,270.1180793148228,0.000186387,-0.2978,-9.643,144.98745,-0.477,-10.086,4.72522,NaN,NaN,225,13800,225,13800,MeCN
WOCXQMCIOTUMJV-UHFFFAOYSA-N,NC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-],NC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-],318.2,0.011521053,-0.8579,-9.3055,6.20000,446.4681253349069,0.022454281,-3.0402,-9.9272,96.58403,-2.075,-10.234,4.83201,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VDNGCZYUKOOSBI-UHFFFAOYSA-N,CC(=O)Oc1cc2[nH]c3c(c2cc1Cl)cc(cc3)Cl,CC(=O)Oc1cc2[nH]c3c(c2cc1Cl)cc(cc3)Cl,292.8,0.036706981,0.3992,-8.0846,4.45538,321.36909902929926,0.011773726,-0.5527,-8.3177,114.14111,-0.963,-8.797,5.00232,NaN,NaN,362.0,NaN,298.0,NaN,NaN
DJVJDQRJKTVAEU-UHFFFAOYSA-N,N#Cc1cc(N)c(cc1N)C#N,N#Cc1cc(N)c(cc1N)C#N,349.3,0.177620739,-0.4347,-8.0687,1.53223,358.2322981956188,0.167331998,-1.0409,-8.3239,0.68157,-1.467,-8.513,1.80679,NaN,NaN,517.0,NaN,411.0,NaN,NaN
AUCGXRDZPQKALD-UHFFFAOYSA-N,[O-]c1ccc2c(c1)Oc1c([N+]2=O)ccc(c1)O,[O-]c1ccc2c(c1)Oc1c([N+]2=O)ccc(c1)O,378.1,0.461591332,-1.4257,-8.1226,6.54315,464.18644105392616,0.706934051,-2.8092,-8.5585,14.14553,-1.9,-9.033,7.19575,NaN,NaN,700.0,NaN,0.0,NaN,NaN
IMVTUVKLGWBQSH-UHFFFAOYSA-N,CCCCCCCCOc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)Cl,COc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)Cl,323.2,1.031478127,0.4722,-7.0307,3.31258,342.0253749117342,0.480017102,-0.6605,-7.6361,308.47032,-0.741,-8.092,2.73511,340.25135983215637,0.7336014013,414,NaN,414,NaN,NaN
PFQBGZWVDKVBSZ-KRWDZBQOSA-N,[O-][N+](=O)C[C@H](C=Cc1ccccc1)SCc1ccccc1,[O-][N+](=O)C[C@H](C=Cc1ccccc1)SCc1ccccc1,295.9,0.000197657,0.4947,-8.6602,3.35490,413.00532446869977,3.726e-06,-2.4985,-8.7311,122.74859,-0.371,-8.915,3.30814,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SZDLYOHKAVLHRP-BFLQJQPQSA-N,O[C@H]1Cc2ccccc2C[C@@H]1N1CCN(CC1)CC(C(=O)c1ccccc1)C,O[C@H]1Cc2ccccc2C[C@@H]1N1CCN(CC1)CC(C(=O)c1ccccc1)C,297.7,0.000175821,0.2421,-8.6771,1.23270,348.6619752685705,0.00125914,-0.3782,-8.6774,55.40517,-0.567,-8.925,4.10239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YKIUTLHCSNCTDZ-MRVPVSSYSA-N,[O-][N+](=O)c1ccc(cc1)[C@@H]1OC1,[O-][N+](=O)c1ccc(cc1)[C@@H]1OC1,315.7,3.2217e-05,-0.5178,-9.7987,4.75181,421.8584498315878,0.001279293,-2.4835,-9.8113,76.61879,-1.422,-10.566,5.11796,NaN,NaN,740.0,NaN,585.0,NaN,ethanol
XQFRJNBWHJMXHO-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,270.1,0.012295103,0.6109,-8.6753,4.44993,NaN,NaN,NaN,Nan,NaN,-0.63,-8.711,5.65989,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BASXTYWJUJYNBV-UHFFFAOYSA-N,Oc1ccccc1c1sc(nc1O)c1ccccc1,Oc1ccccc1c1sc(nc1O)c1ccccc1,313.6,0.855256146,-0.0641,-7.82,2.68481,375.93753306702143,0.536596619,-0.7439,-7.6115,51.79758,-1.27,-8.763,3.01685,329.1674003325,0.6813822222,360.0,NaN,351.0,NaN,Dioxane
BZIIRBHGUGJMDX-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1)[N+](=O)[O-])c1ccc2c(c1)cccc2,CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1)[N+](=O)[O-])c1ccc2c(c1)cccc2,356.9,1.432632874,-0.8688,-7.8099,13.85280,430.35126138668403,0.801214296,-2.1477,-8.2585,333.33187,-1.716,-8.726,13.63734,391.74758447104,1.0801930321,465,NaN,465,NaN,NaN
WKMLNNCTOKXSIA-UHFFFAOYSA-N,CCCOc1cc(C=C(C(=O)O)C#N)c(cc1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)OCCC,CCCOc1cc(C=C(C(=O)O)C#N)c(cc1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)OCCC,371.3,1.32600391,-0.6155,-7.1278,3.92981,366.1671541804597,0.668316307,-1.169,-7.3522,402.09710,-1.478,-8.055,4.73285,401.1524671085497,1.2002742614,340,27000.0,340,27000.0,NaN
MCPIRMYVGOFZEM-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc(cc1I)C,CNS(=O)(=O)c1ccc(cc1I)C,258.1,0.00562449,0.5917,-8.9602,4.73239,NaN,NaN,NaN,Nan,NaN,-0.68,-8.855,4.70919,NaN,NaN,NaN,NaN,NaN,NaN,NaN
